"ORIGIN_STYLE","REPLACE_STYLE"
DL34,CR91
BC45,LAP12
HA261,TFL6
SW3,ML92
SU13,RED54
NK6,NK103
SH33,CN15
PK190,NM175
BC82,HL160
BC100,YB6
BM162,BM347
NK32,BM179
BM218,MNL49
BM23,BAMPE8
AID12,NTPE37
HL158,HL104
HA186,RZ58
MAC3,JW6
JG67,BM501
JS30,JS47
HA189,KS48
LRHHNB13,DL61
BC45,BM270
SB27,VIN15
YA66,NM162
CTN5,NM114
HA84,VE28
BC162,BM273
DJ17,SH220
EJ206,TYB74
JS46,SW165
BL5,VW43
MN111,TA115
BM403,NM172
HP89,LAP13
JG71,PK215
JLCPE1,NTPE13
LP28,LP39
MNL167,NK22
YK14,HA195
BC101,EF129
BM189,BM98
BM293,BM250
TT155,YK30
TB151,OC46
VD7,ASI7
CN6,BM293
MBG2,TH37
TT32,DVF34
PRLPE18,LFPE75
IA23,MN50
MNL31,ODLRPE166
SAB3,TB165
MJPE36,ODLRNK137
EF144,NK72
MQ18,ADP67
BM289,LSS3
SA70,HL170
FNP3,KF44
SW73,TAD1
JG31,VE27
EJ144,CN86
NLS26,PPL5
BM81,AP12
DL106,RED37
BDK4,YB29
MN10,BM179
DVF64,TT183
OC80,CAS36
RT155,CAE32
LKL95,ABPE106
STS51,NM197
PK217,BM342
TA51,HL168
SW279,CN67
AID8,HA301
BM125,BM166
NK20,SH243
KU4,KU24
RZ65,GOJ4
MNL2,MNL49
CN10,BM75
TT45,TR49
JE41,SW305
CAS57,ABPE121
LP58,RT46
PRLNK32,BM266
BM207,MNL213
BM216,MNL67
LP71,LP74
BM284,MN60
ML210,MKP6
JS46,BC107
ML108,TNT21
LFPE37,ABNK51
EF91,BC53
BM299,SH143
SWANK3,RJGNK23
AMU118,LKL94
SW190,BC68
NLS59,CS75
TT79,BM138
ALC46,RL21
BM166,ODLRPE70
HL131,ZS31
HL131,HL170
MNL97,MNL96
ML109,MB12
AP18,SH124
BM313,BM343
MN112,NM129
DL20,HB36
RT50,KP22
KS34,MNL36
BM168,MN38
BM524,BM126
SWAPE153,ELCPE47
NLS59,SLN13
PK178,KP27
NLS30,SDL10
NLS87,HTC31
JS75,AID7
KF18,KS155
MNL,SW276
SWBRC13,PRLBRC8
TT171,TFL18
DL13,RT66
TT115,NM176
PRLNK33,KSANK18
JG30,JG42
MN108,BM179
BM168,BM478
JLSSNK6,EDNK12
GJNK14,EJNK2
TA75,TA76
JS71,CAS18
FRNHNB2,DVFAHNB3
NM108,BM53
DL150,RMB16
VLS10,BJN6
BM343,BM292
TT225,JS109
YK29,EJ177
SW86,ELT20
KS27,CN55
VD7,ZDV3
BM165,MNL183
NK6,CN80
ALC37,TB202
DVF37,VW28
AMU43,AX46
NMK12,TE53
KP18,FNP25
ELCPE45,LFPE107
HA255,BM165
JLSSNK7,LFPE24
BC53,NM143
SW379,AX33
MN131,SA86
TT235,TT255
MNL72,MNL69
KSNK31,KDSNK62
BM515,KU42
NM152,HL208
HA145,HA47
PPC21,PK171
ANHRNG3,LZPE9
TA55,MN38
EJ118,EJ114
YA96,NC32
NM118,DK1
TNT34,AX71
TE63,THF6
BM155,EF91
JS74,ABR6
NC84,EJ154
AP28,CD30
NK102,CN89
NL29,TA36
CA27,BM180
MNL13,MNL
FRNHNB1,ABBRC110
NCMPE1,EDPE1
JG54,SH262
JSN16,MBG1
NLS3,OC73
PK99,MJPE6
BM200,KJLPE8
JG33,RVN18
CR36,ML120
BC160,AMU16
CK31,NC32
LSS3,SMDBRC26
CN100,BM522
MRW12,DVF110
HA241,SW144
BM189,BM232
RBMKNK113,KS154
TH62,EJ77
KSHNB28,DVFAHNB4
JLSSPE3,SWPE27
DVF55,TT62
CMKBRC29,MNL17
CAS21,FNP3
JG19,MGN2
TB207,JWG9
RJGBRC32,ODLRBRC80
MN50,CED31
AMU76,PPC2
KS46,SH117
RR85,CLO2
BM354,BM340
HHAHNB6,INGHNB13
LRHHNB36,SW394
HL154,JG54
TT196,BC148
HA240,JS100
SRHNB6,WDHNB10
JE4,SW332
MNL188,MN109
MNL188,JS77
JG31,INT9
PK180,MNL231
MN60,MN107
HA60,BM400
JSC6,AP33
HM57,RBMKHNB45
CN1,MN40
TH87,DL35
BC26,CA28
NLS16,SH305
GRL16,EJ184
LP56,BC56
MNL196,MNL217
CAE12,TGR2
DVF108,DVF193
MNL233,NK22
TT268,SW439
RJGBRC14,MNL125
HA240,BM343
JLSSNK6,LFBRC8
IN3,SH93
BC24,HL164
EF47,MNL12
BL41,SLN16
MNL28,SH120
KSANK109,ODLRNK71
BM485,BM471
SW116,BC53
SH159,JPNK11
MNL112,BM405
TT79,CN78
BAMPE2,BM126
ELHNB14,NK68
BM293,EJ111
HA150,EJ48
TT46,BC56
BM362,MNL166
EJHPE68,EJ183
SW305,EJ146
SH61,BM79
EF66,EF95
KS132,NLS67
ADP34,EVF6
AQ26,EJ154
GRL17,SAL6
VIN19,CVN19
YK34,PR50
MNL196,NK22
MNL196,TA72
TME30,PK291
BM59,YB6
BM59,EF67
MNL96,CR21
JS95,JS117
MNL28,SW107
PK68,GRYPE7
HB20,JLS1
MNL37,MNL16
HA305,SW190
CD19,TLR1
DSQ4,SH133
YK34,NM265
FP7,DJ19
SAL5,STS6
HA102,RA20
JS75,TA76
JS96,BM422
CR21,MN25
CN100,MNL96
LZPE31,EJBRC2
PRLPE18,KSAPE83
MN60,BM337
BM48,BM480
HL165,TA41
CD25,RZ31
KP18,CS45
SWAPE61,JPPE5
NM32,BM168
MNL10,ADP42
RT16,EF39
CN87,BM255
TT13,EF88
SW117,BM226
MNL105,MNL121
MNL,AP20
KU3,MNL101
RAO40,KSHNB48
MN14,STS4
BEC8,HL192
MNL4,TA71
TB139,CE10
YK37,KPL27
HB9,BM162
TA23,TA13
BM207,CN14
SW329,BM280
PPR1,ELT21
HA138,HL171
RT137,SBL14
AID7,JS20
SW27,BM53
TB157,SH163
VLV2,SW14
MNL133,MN66
AM2,ZDV16
PRLNK32,LFNK2
AMU79,MN110
JBN9,SUM7
MN155,MN60
MNL,JS92
KS79,EF189
RY22,CA25
JML1,NLS10
HL210,JS75
KU21,ADP32
MNL17,MNL165
PPR12,TA76
MAC4,JG34
LP34,OC36
VD7,RM3
PG22,PG23
ZACHNB4,EJHHNB28
TT109,OC72
CMO22,MN119
TBD2,MDS2
HB3,EJ14
MN50,MNL
STS51,MNL167
SW412,MN118
TA30,BU7
ZDV19,DVF185
HL145,HL187
BM207,BM428
PLL7,NLS37
MN20,MNL95
MN32,MN70
MN62,YB23
TT53,CD20
DVF205,BAMBRC61
JS32,NK103
BM182,CN46
MNL125,SW101
EJ45,EJ102
BM370,NK112
SW145,PK99
RJGNK1,KSPE43
FP13,PK65
JG68,SH253
BM184,BM41
HL170,JS10
CD27,MN59
JWG2,TH85
HB9,SH213
BM452,PPL5
BM41,HA188
VIN27,DL209
AX5,SH69
TA117,NM201
WDHNB19,WDHNB6
CN6,BM408
EF92,BM162
PK27,RR5
RAO4,JS37
SA60,JS45
DM37,EF92
SWAPE75,KDSPE53
MH14,DVFAHNB12
MH14,MS56
SA70,YA108
VIVA3,RV11
NM32,BM346
BM293,GOJ6
BM240,LKL32
KU22,BM292
YB42,CS60
AAD4,MN125
TA113,SH168
SWABRC55,SWAPE226
AMU39,BM434
DL23,DL83
KS134,LKB6
MN41,CN35
ELQ34,NK35
BAMBRC1,MNL10
WDHNB12,RBMKHNB87
TA125,CS66
HA86,VE32
HA199,ML204
JG74,EJ106
NM167,LP60
HA256,MNL216
BC75,TA72
CLO60,YA102
LP30,SA50
HHBRC2,SMDBRC26
DMA2,ACL9
RA21,MN21
DL150,TNT28
MN18,EF106
CVN59,HVF8
JS71,XX86
NM283,PAP1
ASR1,JE18
AID7,TA68
TR49,MNL136
LMC1,HA248
TH62,CVN68
IAI18,YA105
ADP32,SW308
NL22,RT48
SLN13,BM420
BM261,NK109
HL211,HL210
LVF2,EJ44
NM147,BC76
CN1,BM110
HA152,NM177
BM304,NM189
JG73,HA294
TA64,ML203
TT121,NL44
CR21,BM346
NM145,BM239
EM6,EM7
YB38,TLR21
MNL45,MNL
MNL169,MN166
SWANK20,SWANK51
TYB77,LKB4
BM307,HA148
DVF174,PTS14
MNL28,EF64
IA18,LP55
HB41,TT174
RED25,ML137
NLS14,RAO13
BC91,RAO13
SAL2,RZ34
TT165,EF130
RZ18,NM315
NK35,TE41
TB204,KS170
MAR23,AMU6
LKL35,BM165
NM256,NM163
JS73,BM377
EJ34,OC21
HA150,AN10
LMHNB3,LRHHNB53
JS22,JS48
BM223,BM212
BL52,TB198
LMHNB16,RMB6
ADP66,BM350
CAS21,LKL46
NM151,NM32
BM403,TA117
EJ187,DL104
PH50,THF6
RA3,MN30
LKL43,JG41
KPL4,KPL20
PRLPE8,ABPE104
EJ108,LAP14
KJLPE79,AP28
BM433,CAS33
SW115,DLM32
NK25,BRZ12
RT81,YB19
BM125,BM409
BM303,DM28
MNL166,MNL188
MNL166,TA53
MTS12,NK110
DTP1,MN132
SW329,HB14
BC131,MN129
SAL20,DVF83
ABPE34,ODLRNK196
YB8,SW73
BM254,TA13
SH131,LAP7
EF95,EJ46
TYB7,YA113
SH88,PK10
DJ30,NM197
NK8,DVF49
MSGM45,MNL165
NLS19,DVF113
GJPE23,NTPE41
MN133,CP15
AVMBRC10,HOHBRC1
ELCPE16,LFPE27
CO67,JW36
BM337,BM476
HB23,JG27
DM55,MNL165
DSQ7,NC52
BM254,MNL41
HB3,BDK12
RAO17,RJGBRC16
CST2,CY8
EJHHNB29,RBMKHNB81
PK56,AMU17
ELCPE11,NK17
BM263,BM337
SW321,JSC13
HTC12,HTC4
SH214,DVF77
HL157,LAP8
EF129,SW286
MNL133,MNL116
BM200,BM406
RY21,DL96
DL34,TNT1
BM165,SLR3
EJ100,JG30
LMC3,DLM32
HL118,EJ48
BM143,NM201
INGHNB7,BM139
LKL38,MNL165
ML131,HA173
JG65,JG42
FZ22,TMO3
EJ48,NLS2
AX12,NM332
AP20,MN19
JS24,JS52
DVF136,OS27
JG60,NK37
EF84,EF7
KSNK46,KSAPE69
CT33,HL200
MN30,JSN5
PPC35,FP76
YK29,BM143
BM143,BM524
PRP1,MNL173
DLM25,DLM28
NM168,PK41
LAP13,EBMPE46
HA60,NM163
DVF56,TT181
BC47,BM79
DVF142,JS139
BDK28,JBR2
CD17,NM154
SWANK40,BAMNK2
CO19,MNL36
KS34,CN13
EJ121,EJ40
SA42,HA99
CD7,MNL4
OCAHNB1,AX52
BM208,BM263
JG52,SCS33
EJ47,EJ7
TA64,EF88
LPHNB7,KSHNB43
GA4,AX97
STS5,MNL127
RJGPE36,MGN7
SW144,BM407
MNL31,MNL11
JS84,TA116
WVG18,CVN17
RT136,DRW14
BM310,BM309
MN8,MN18
SH269,KS111
MNL169,TA55
KOM17,TB133
BM309,BM343
BM180,SWANK68
HA178,MNL68
SECNK1,ABBRC40
CUP20,ELT39
DTP16,NLS19
DVN2,DVN5
AVMBRC10,KSABRC150
NK72,MNL213
YK60,CMO22
CAS42,EJ207
DTP26,CAS22
LAP14,HL204
AMU9,SW135
MN38,BM483
EDPE31,EDPE52
OC23,HL202
BM311,SW277
SWANK40,KJLNK83
MH36,JS131
CR43,SW81
NK69,JE18
YK34,SH191
BL58,MNL199
JG24,CT18
NM258,BM250
CR21,JS27
LKL38,EJ111
KS34,SW112
RZ33,ML179
SLN31,SB49
KSBRC15,CSAHNB4
SW109,AP24
LAP14,KOM23
YB43,BM298
DLM13,DL31
KS144,TYB49
HA180,MNL70
JG60,VE35
ELK9,MH27
FP36,BM444
GRYPE19,ABPE115
CT21,EJ61
NRAHNB8,FP24
ABPE78,ODLRPE144
MG18,PK96
LSS17,SW144
BM168,NM257
BC68,BM196
PH34,AMR28
SSB4,ALC21
STS51,MNL128
EF182,TE51
EJ65,HA128
YA105,EJ173
SH69,NK27
SAL4,JE21
MS37,MN43
CR19,MNL42
SLN13,BL41
HL171,MN50
AMU106,AMU83
CAS19,GEN4
EJ63,NM267
CMO2,BM168
MN131,LKL38
SW101,BM311
BM484,MN111
IN3,MNL63
SW290,NL53
MH21,JE23
JS33,NM271
JS33,CN35
BM322,BM296
ASTPE7,KDSPE115
ALC39,LKB4
JS111,EJ77
CR107,TVAPE11
KU22,BM296
ML202,LP94
LP60,CLO59
ANHPE22,TA53
ANHPE22,SRHNB15
LAP13,BM196
RRY3,AJY18
TYBAHNB29,KSAHNB168
SWABRC55,ABBRC72
RZ58,RZ41
ML108,HL166
HA106,HA99
JS46,DVF46
BM358,NK49
CP6,CO73
CAS21,TA75
BM125,BC98
CMO7,FP42
SH159,AP20
BM287,NM205
NM155,BM166
LKL50,TT97
DL114,MBG1
BM154,SWABRC88
PRLNK15,SEJNK2
NC82,LKL88
HB49,JE39
EBMPE46,KSAHNB176
JS7,BM200
EJ198,HTC31
SWAPE49,SWAPE33
RZ58,MAC5
NM129,MNL112
DTP25,TT203
DMN1,TA33
SAB3,CUP26
DL78,JWG16
TA16,BC107
PRLNK20,SW85
SH159,CD20
AP28,BM424
FP55,KS91
BM101,DK1
HL160,EJ14
SWAPE9,BM347
NR39,TB163
DVF102,CAR12
EJ84,EJ154
MH31,BAMNK62
MOP9,RED56
NCMPE1,LFPE41
BM273,TAD4
JS75,BM264
STS1,SMDBRC21
MN19,NK22
LMC15,BM474
SW367,SH245
SWAPE54,ELCPE27
IG1,ADP46
MNL53,CP15
BAMPE16,JLCPE1
KJLPE16,ANHPE29
HB3,SW86
DL107,SW3
AP30,HL209
NK16,TA53
CM48,HA165
LFPE37,VIN28
KSNK33,KSNK73
KS82,NM285
JS73,JSC6
RJGPE35,ODLRPE197
MN117,CD20
BC100,CN86
ACL5,DL83
MNL42,MNL69
KDSPE60,LFBRC92
LAP14,MN107
CN23,BAMPE25
MNL119,KJLPE8
TT79,MSGM42
MNY2,GA21
SAL33,SAL25
NM164,RVN4
BC106,JG25
YA65,ZS30
HA113,VVW38
AQ8,JPPE3
LP66,LP65
DTP12,BM226
NM143,TA72
OC18,NM173
JS96,BM347
MN108,MN18
JG27,EF47
AMU66,BU28
VNE3,AX74
GC5,HA138
BM303,BM337
ODLRNK138,ODLRNK111
JG54,MN128
RT115,CUP10
SW170,CAE30
JS77,LSS15
LKL43,YA110
JS134,KM1
DVF109,CN91
NK22,BM297
CR11,NK73
SAN17,ASR20
MNL194,BM347
CRLBRC2,BAMBRC3
ABPE43,LFBRC4
KSHNB38,KSAHNB9
TT73,BM432
JG59,BM168
HA258,TA128
CAS71,MN118
TT116,BC160
NTC1,LAP12
EJ57,EJ41
KP51,JSN5
BM302,BM237
TA35,JG19
LKL36,NM258
CP13,LAP46
CP13,ABR6
SAL4,KSANK85
TR54,VLV20
SWANK133,KSANK130
JS24,YK12
BC91,EF98
NK103,TNT29
JS14,EJ47
ML43,EJ21
BM256,BM258
LR74,TR37
LR74,OC17
JWG40,PPC26
MNL52,SH239
CD22,BM402
BM155,PA2
RA10,RA13
BM362,MN110
MNL200,PG47
FRNHNB12,DVFAHNB17
BM212,BM41
SW79,KS77
EJ84,SW189
SW481,FLTN5
MNL33,HL166
MNL14,LMC5
KS56,JSN3
MNL114,RAO12
SRHNB7,FRNHNB14
CN6,DVF61
BM299,HL209
TA13,RAO24
RZ8,SW11
MNL67,BM261
JG54,CED25
RR65,BC102
DVF84,JE34
BC103,MH13
DM45,MN53
BAMPE10,LFPE72
LP58,BM79
PK97,MH14
HTC26,ML212
RT74,RM21
HA258,CN100
IA13,RR93
EJ71,LAP56
MN19,MNL120
JS92,BM168
JS92,MN25
ELCPE9,RA13
MN44,NM148
NLS9,GA17
TT66,EF191
EF121,MN131
KP26,EJ91
LMC11,MNL169
BM250,CN1
LKB7,AMU70
JBR7,TT244
NM143,HF3
DL118,WVG39
NK16,SA60
DVF202,SH270
KU8,KU42
TB204,DL168
PRLPE8,CNRPE7
LSS3,NM124
ETKNK10,JPNK35
CR21,SH168
BM140,BM162
BC110,NK43
SW78,CN73
CR18,HL142
DMN15,AMU86
NC45,BC89
CR97,YK15
BM125,RAO23
NM165,LAP8
TLA1,KS55
EJ106,EJ118
NM143,LFPE87
MNL121,CD14
DVF210,VIN82
LKL81,SLN30
CA29,AP6
KS27,HA99
DVF172,DLM26
NL35,NK35
PK97,JS12
ALC19,CT26
SWNK25,LFNK8
BM125,BM340
TB166,BL51
LSS8,BC53
DTP3,BM418
DVF149,JG19
BDMPE26,LSPE35
NK26,KU38
MH14,HL170
LKL43,LVF6
SAN4,CUP41
NK15,MW67
NK15,HA140
SW303,ODLRNK100
EUG2,YA99
BM208,BC63
BM208,BC106
CY8,LSS4
CO33,JS20
MNL119,NM160
RR78,NM173
CY14,LKL1
ABPE12,GRYPE24
ADP57,CN52
MN107,MN60
ADP75,NM284
PK83,CV42
SWAPE171,KSAPE162
ADP67,BM297
BM360,KOM24
BM343,LAP60
TH62,AMU25
EF95,BM110
ELQ6,CN44
YK34,LKL50
SH196,BC136
YB38,SUM9
CMKBRC5,KDSBRC73
ML83,NK43
BM348,BM250
MN108,GV10
DL113,EF185
EF138,AP17
PRLPE12,DNJPE30
SH84,SH125
NM174,HA177
KP2,EF94
GWBPE9,ABNK80
BM329,NK24
BP36,CN66
BM208,CS45
HA253,BM98
JG24,BM426
RVN6,TA24
BM294,STO2
BC81,HA166
TA13,MN34
NM134,MNL12
LKB1,EF108
MH3,CLO56
ANHPE17,RBMKPE127
STS1,YA92
RR5,ML121
RT132,RMB27
CD7,BM237
MAC2,JG32
HA271,OS30
WVG17,DL65
HA140,BM343
MN135,SW10
LAP12,NK112
BM98,BM234
HA150,HL158
YK28,MAR30
HL159,HL149
SA72,CN70
MAC3,TA107
EJ157,LRHNB11
WVG17,XND3
EF66,MNL78
SW79,BM162
CRABRC15,BAMPE1
GRL6,TT85
BM404,BM420
LAP17,NK59
LKL81,EJ111
LKL33,BC73
MTS2,BC109
NM155,BM180
YK23,BM354
MN16,MN42
BM138,HA162
AJY9,SDL2
CN47,CMO9
JS87,SW10
NC84,BM444
CN89,BM522
RT79,TK44
MAC2,HA256
JWG27,SCS33
TT115,CR14
HA146,KS91
ML134,SW3
DNJPE7,ANHPE17
SW159,TB164
MNL119,KF23
SA58,PK63
ELQ27,ELQ23
BM409,ELCPE2
BM262,BM311
CR43,NK37
MNL7,MN135
TT77,NK26
SW117,BM180
DLM18,HTC12
AP18,BM165
EF68,CAS55
BM403,MNL105
BM403,HA203
CD4,CD10
HA123,HA155
EJ109,CN10
ALD35,JR3
LAP12,CN80
LKL38,KF23
BM165,BM48
DM26,DM58
AP20,NM271
EF76,EF109
NM197,MNL6
JS14,JS18
TB115,CR13
TT50,HTC1
BM258,DVF122
NLS16,JG59
SA55,DSQ6
SW276,BM406
JS94,OC47
TH85,PK203
CP3,MN19
NM284,ADE9
NM284,TYB50
TK44,DNJNK54
SW324,RT63
JE14,DVF106
NCMPE1,SWPE14
BM488,MNL200
DLM6,TFL7
BM337,LAP13
TT163,EJ175
BM186,BM184
MNL167,PPR13
TT96,BM162
NM108,SLR2
HL132,HL169
BDK49,CR113
ML134,BDK37
MRW5,SLSG7
MNL17,BM427
TA125,LAP58
SW374,HA300
WVG16,NLS51
AX10,EJ106
LKL95,YA110
MNL54,CRABRC15
BM175,CN24
TT94,OS15
TA103,MNL113
NL86,CUP21
SAL20,TYB37
NM165,BC88
BM462,MN138
MNL98,KU20
CN90,CP1
EJ15,AX26
TKA2,TNT51
NL44,BM249
NL29,LR63
SH243,SW347
JS73,BM143
KP39,BDK18
KP39,CP19
JE51,NLS45
BL81,BL26
JS111,LSS27
DTP7,PK80
BM348,RBMKHNB37
JS33,EF77
BRA3,DVN5
TH60,ALD42
RM36,OC108
YK39,SH204
BAMBRC13,LFBRC6
KP55,MNL210
SCS34,EJ169
CR27,SW94
YA105,JG39
YK14,BM370
DVF164,AMR25
BM249,BM324
ABR3,NM269
TA72,NM162
DRD5,CED42
SRHNB7,FRNHNB4
SDL4,CVN51
KS154,MNL37
AP20,DM45
TT82,OS18
KU3,MR10
BU11,SH94
LMC10,JG67
RZ18,LAP1
TE51,DVF131
PK29,EJ146
BM273,BM179
WVG30,HA265
CN6,ABBRC20
TE51,RED42
EJHSG78,TYB36
CA28,VE28
YK29,BM180
BDK42,JWG31
JS73,STS50
BM273,KSANK107
ELK3,STS62
MN18,MN108
EF24,BM179
LET16,EJ216
MRAHNB2,SHIHNB4
EJ43,HA106
TT31,JS88
BC64,CAS47
CN81,ADP39
BM48,BM270
SU19,BSH20
KS34,CVN21
HL132,CS45
OS11,MNL80
TB158,TLR9
SW115,EJ156
RAO52,MNL165
SWAPE119,KSAPE83
ALC19,RM73
RR95,BC83
KS40,EJ44
NLS26,DVF125
CO57,LR75
SWAPE10,JPPE19
JNSPE8,PRLPE6
MNL13,BM250
RR90,EF67
MNL121,HA256
MNL66,EF95
JG54,CS56
MSGM15,JE7
CN14,NM143
LKL60,JS110
LR51,OC76
YB26,RED42
SBL25,JW56
HA255,SW144
MN119,LFNK115
SLN13,HA240
TA15,CN14
EJ111,CN86
HA80,SW24
NM268,NLS51
DVF149,NM270
NK13,NK62
CN6,TA53
EF88,STS6
SU33,NK60
BC75,VE30
SW364,NM193
MNL109,KP23
HL170,NMK10
DL88,LKB11
BM183,BM232
AMU11,EJ173
JG58,TA76
VD7,RV3
VD7,STS31
MN9,MNL125
GC7,BM303
MN131,JW56
CN91,TMO13
BM520,JSN22
MNL190,MN19
ET21,TB69
MNL11,HA193
MNL119,NC73
SA78,AX1
YK30,JS131
TYB35,LET5
BM125,STS52
SW325,TW6
SRHNB14,AX59
BM237,BM126
TYB96,TT206
NK60,NK4
SRHNB5,RBMKHNB62
LZPE64,KSAPE226
RT104,TT227
BAMPE2,PRLPE1
TR41,MV12
PLS20,AF30
CVN47,LAC12
BM340,TA27
DVF164,SH217
DVF164,FP14
SW152,KS76
LSS15,SLN15
LKL33,JG64
KSHNB8,LFNK11
NM32,RAO23
TLR1,BM293
EF95,HA169
NM155,MNL42
BM163,INGHNB1
BM163,CNRNK5
OC42,RM86
TYBAHNB112,CLVHNB49
SW158,BM280
EJ32,TT80
NM182,AP8
BAMBRC6,CRLBRC3
MRW10,TT197
DVFAHNB21,KSAHNB135
PK32,IA24
RED58,SW435
EJ102,SW129
BM307,ADE10
NM216,EJ107
PR79,BC152
SW80,TA17
CS31,BC103
PK97,YK14
BM228,BM239
BM228,BM238
SW101,ADP57
PK27,MO43
SAL30,TT109
PRLBRC7,JG88
NM147,AP30
BM131,BM306
STS30,CR107
ANR2,PRLPE1
LSS8,TA72
ML199,FP49
BM264,LSS13
KPL16,BDK55
TT214,NM260
TT155,ABPE78
SWNK1,KDSNK82
BM484,STS51
RM46,BM347
CUP21,BH18
VE25,SH122
NLS1,CS56
CN75,ABPE31
LSS26,JML13
SW132,BM280
HA264,NLS33
SRHNB23,WGACAVCNK8
NM143,LAP15
TK41,JS12
TT72,NC85
MNL222,BM293
SWANK69,ODLRNK161
ELT2,SW105
NM261,JS34
TR49,SH124
MNL196,MNL211
BM236,NM200
EJ88,BM249
JS74,JS106
CLO47,TE66
EF182,TA73
SWANK81,LFNK47
DL2,HA265
EF129,SH95
TT205,BDK43
DTP25,DTP24
DMN6,HA174
DMN6,TYB24
BM139,HA165
NM143,TA30
TT121,CAS26
NRAHNB5,CE2
NM143,BM179
BM263,STS51
YB1,PK158
HTC2,SH143
VLS7,RMB23
SWAPE87,BM309
EJ86,EJ154
JS117,BM428
MNL137,CN18
SWAPE118,MJBRC60
BM287,EJ111
STS61,KP63
RA3,RA18
NK103,NM300
TA71,BM273
GJNK4,TYBANK32
PR78,JS105
SW275,BM349
PRLPE25,PRLPE16
NM182,MO126
DL69,VIN38
EJ148,HL181
MBG4,KS112
JG54,BM79
CAS31,YA101
TT176,NK120
TT176,TYB42
TT176,TYB44
BDV4,HB4
KJLNK61,SRHNB29
SW78,MNL116
UNW6,SA99
HL140,HL168
BGASG3,PK196
LMC6,BM483
EJ26,BC73
GA5,BC34
ML193,DVF115
TA29,NM124
MNL213,MN54
HTC22,BM478
DTP12,SW402
TE39,MN64
ODLRPE57,DVFAHNB3
CMKBRC29,MNL42
YB42,AP22
RJGPE35,SWAPE138
TT83,MH30
SW166,RZ78
HL79,SH101
BM225,RAO23
HL211,HL203
VIN2,TT247
TH40,CVN14
MNL165,KM2
EJ7,EJ100
EJ108,WDHNB4
BDMHNB4,NCMPE1
NLS61,KS107
CN53,BM478
LAP44,MN108
CR36,HL192
LKL6,OC68
TA27,BM486
JS77,JG59
JS77,NM143
HL124,RVN18
KSAPE95,JPBRC33
AMU43,TB140
JG63,LKL47
HA59,RZ18
EQ19,BC151
TE72,BM514
KF24,KLY5
SWAPE58,MADPE4
RZ51,TB166
CR107,NM271
KJLPE116,BAMPE5
KJLPE116,TME25
BM41,BM155
BM407,BM424
DVF123,KS144
NLS21,BM311
BAMPE2,KJLNK90
OC34,CR97
BM351,BM476
CAS60,SA113
SW315,ML193
HA173,EF99
BC98,PK45
BAMPE2,EJHPE118
TA40,MN53
PK169,AX8
RM87,MST1
RAO41,NK65
MNL53,TA126
CN100,MN111
CO48,HA242
SW79,NM259
KS84,SW353
MH2,SH58
DCH1,ETKNK7
LKL95,SH123
KS27,BM344
AF23,BM239
PK184,SAN9
DVF193,MRW22
JWG35,JWG41
ADP68,SW377
TT112,RM139
BM213,PRLBRC47
BM273,TK27
SH129,JS48
ML178,MOP4
JG54,HA172
CH6,CN36
BC70,HA85
EF66,LAP2
ASR5,NLS76
BAMPE14,BAMPE19
NM257,NM129
CA28,MNL58
MNL98,SW78
JG74,ZACHNB53
NK22,PR75
JS73,MGN2
NK39,MN38
HL127,HL151
CA28,HL168
AP30,CP4
HA84,OC25
MNL200,NM257
SAL38,CR32
MN18,NC38
SU24,BC132
KP51,CMO31
RT95,DJ17
MTS6,EFA7
NLS33,BSH34
BL13,FP80
HA253,MN134
EQ57,CVN47
AMU64,KSAPE94
EJ84,JLS2
BM403,CAS21
TR49,RT79
AAD3,DVF42
YK10,ML108
EQ17,PK205
MGN4,TA53
NM76,CO57
OS3,BM53
PPC20,RM114
SH231,PPC16
SW287,BM53
CMO4,TH35
CN54,CN57
BC75,LAP14
BC75,YA96
TT146,RKHNB4
BC82,MN22
BM165,SA9
BM165,HL147
NM295,AX5
SW14,CR105
GV11,TT117
KF18,MAR17
BC45,SW116
SA74,MNL114
CN52,TAD10
TJ3,WVG40
TLR5,NMK13
BC95,NC32
HL101,HL126
SA70,EJ80
NLS21,NLS9
NLS21,NLS22
CD36,MN36
MNL11,HTC1
SW317,TA107
EJ14,NK6
ASR3,TT90
TT74,BM488
DM41,NM124
SW152,MRAPE5
HA255,MN132
TLR5,ML194
SH211,MNL175
BC50,TR38
PRLPE18,DNAPE3
JS75,MNL190
BM125,BM162
OS15,SA98
LET15,CN78
HA259,LAP44
STS1,BM238
ALAL18,EQ41
SW110,EF113
MGN6,JG53
LAP44,MNL168
MH20,KP61
INT9,NR40
TT214,YB37
HA123,HA131
BC92,HA169
MN138,MN68
MNL11,PK149
BM506,EJ209
NM253,CAS39
MNL96,BM293
MNL12,RAO16
KP19,ELT41
KP19,TA107
BL52,VIV7
ETR1,DLM44
SW65,MNL36
CD7,MN10
BM226,MN38
TA43,AP20
NLS22,BM409
JE4,TNT49
DVF112,AP24
CS61,JG64
PRLPE3,PRLPE21
MAR11,GRL41
BC82,CO46
MNL54,NK5
RR6,YA67
EJ39,EJ89
EF138,RM54
HA194,KGI5
CD14,TA103
TNT52,PPL22
BM399,MN111
TA53,CED15
BDK61,SW432
VIN71,FK6
BM362,HL206
RL4,FP92
BM280,MN122
EJ77,MNL137
BM125,CL38
BM173,BM244
